CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,PATRIA-UNIDOS,MTS,LIBRE,XS-CH,NGP,FRI,CHR,ASOCOIN-POROMA,COKASAL,A-UPP,FUERZA,APB-SUMATE
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004577,8,45,44,1,31,3,5,2,27,,,5,22,6
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004587,9,63,31,8,20,2,7,1,21,,,6,23,5
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004597,10,51,39,3,16,2,5,5,34,,,3,26,5
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004607,11,42,50,5,14,2,2,2,39,,,12,20,13
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004617,12,49,32,1,24,2,3,0,29,,,8,30,4
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004627,13,39,29,6,30,2,3,6,28,,,6,24,14
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004637,14,42,44,7,26,3,5,1,21,,,3,20,11
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004647,15,41,29,5,29,3,5,4,27,,,8,18,12
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008937,1,33,29,10,18,8,3,8,17,,,8,23,4
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008947,2,44,27,4,14,5,4,2,28,,,10,25,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008957,3,68,33,3,8,3,6,3,18,,,7,23,7
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008967,4,44,29,0,13,6,8,2,18,,,9,27,4
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008977,5,27,29,3,19,12,10,9,23,,,7,29,4
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008987,6,35,28,1,20,3,3,6,23,,,8,21,6
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008997,7,47,41,2,9,5,7,6,20,,,10,19,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009007,8,47,38,5,9,7,5,3,18,,,12,20,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009017,9,49,34,7,19,7,8,5,11,,,2,24,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009027,10,46,32,1,11,3,2,6,14,,,18,31,4
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009037,11,38,51,5,12,11,6,3,23,,,8,21,4
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009047,12,50,28,5,17,6,4,3,25,,,6,33,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009057,13,33,34,5,19,2,5,6,25,,,12,24,7
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009067,14,41,30,1,15,4,2,4,21,,,14,33,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009077,15,45,34,5,17,6,7,2,24,,,6,22,11
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009087,16,37,38,0,13,4,4,4,25,,,6,31,7
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009097,17,44,31,3,23,12,11,5,27,,,2,20,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009107,18,37,18,11,10,7,2,6,27,,,9,32,8
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009117,19,40,24,7,16,3,6,3,23,,,14,23,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009127,20,24,12,4,7,2,2,3,8,,,4,20,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001477,1,33,24,9,17,6,4,7,25,,,7,27,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001487,2,38,34,6,20,7,7,16,15,,,8,22,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001497,3,31,33,9,21,6,6,4,16,,,10,23,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001507,4,28,36,8,16,9,6,4,26,,,4,27,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001517,5,43,26,10,11,8,11,9,13,,,17,19,1
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001527,6,26,29,2,11,8,9,8,23,,,10,31,7
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001537,7,33,30,4,10,7,5,7,24,,,9,27,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001547,8,26,34,10,20,4,6,7,13,,,5,24,10
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001557,9,41,34,9,15,9,7,10,18,,,11,16,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001567,10,40,27,10,17,6,11,4,16,,,8,21,8
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001577,11,32,29,8,17,7,4,8,16,,,9,26,7
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001587,12,28,30,7,16,5,8,8,14,,,13,38,9
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001597,13,35,36,5,16,7,5,6,20,,,8,32,7
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001607,14,34,28,9,22,12,5,7,16,,,7,37,1
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001617,15,34,33,5,22,5,5,7,20,,,10,21,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001627,16,37,38,8,9,2,5,7,22,,,9,27,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001637,17,38,27,7,19,6,4,13,27,,,5,30,2
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001647,18,33,28,7,22,4,4,9,14,,,5,34,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001657,19,24,39,11,17,6,6,2,16,,,3,29,8
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001667,20,44,33,5,15,13,5,7,15,,,5,35,8
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001677,21,36,34,3,13,6,6,5,18,,,3,39,12
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001687,22,38,25,5,13,7,9,12,13,,,8,36,7
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001697,23,40,39,6,15,9,6,6,8,,,8,23,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001707,24,34,24,10,20,6,9,12,21,,,9,32,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001717,25,15,27,4,14,4,1,6,14,,,1,26,4
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002547,1,36,39,4,27,5,4,3,23,,,16,26,6
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002557,2,45,33,10,24,8,6,6,29,,,5,27,7
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002567,3,48,32,5,26,5,7,9,20,,,5,25,5
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002577,4,30,29,7,29,3,6,15,13,,,12,28,8
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002587,5,44,29,6,21,3,5,17,23,,,15,23,7
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002597,6,37,40,8,16,3,7,7,24,,,5,20,15
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002607,7,35,27,7,26,9,6,10,24,,,7,27,6
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002617,8,54,35,8,20,3,7,5,23,,,8,18,6
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002627,9,34,32,6,22,6,7,8,24,,,10,22,12
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002637,10,46,49,2,24,7,6,4,19,,,8,20,9
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002647,11,45,40,4,26,4,6,8,14,,,8,19,10
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002657,12,39,42,9,28,6,5,5,27,,,2,28,8
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002667,13,44,30,7,27,6,11,8,23,,,11,20,3
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002677,14,46,24,6,24,3,6,6,29,,,9,33,8
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002687,15,33,45,6,25,4,6,7,26,,,5,26,5
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002697,16,49,44,8,24,2,9,3,23,,,11,13,4
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002707,17,45,35,8,24,2,6,3,21,,,11,27,10
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002717,18,25,17,2,9,3,5,4,5,,,1,6,4
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005527,1,23,19,5,8,4,6,9,20,,,13,27,6
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005537,2,26,20,7,7,6,5,8,15,,,9,38,4
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005547,3,24,13,3,8,4,5,17,9,,,13,52,2
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005557,4,19,17,5,7,1,8,9,13,,,10,36,3
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005567,5,19,19,0,10,5,5,14,10,,,11,41,1
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005577,6,35,25,3,8,3,7,7,11,,,14,40,4
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005587,7,22,24,5,11,4,8,11,12,,,8,28,7
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005597,8,14,23,6,4,4,2,10,16,,,8,32,4
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005607,9,23,18,2,11,5,9,18,14,,,9,30,2
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005617,10,18,22,4,7,3,8,15,17,,,13,27,3
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005627,11,18,23,5,10,8,7,18,11,,,13,34,6
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005637,12,20,18,5,6,8,6,7,17,,,11,37,4
1,Oropeza,1,Sucre,2794,Sucre,408,Esc. Angel Baspineiro,1005647,13,12,9,4,8,5,2,6,10,,,3,22,5
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007247,1,28,33,5,6,8,10,8,20,,,10,30,8
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007257,2,36,34,3,15,8,7,7,31,,,6,32,4
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007267,3,25,37,4,16,6,9,7,21,,,14,25,3
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007277,4,32,43,10,16,5,12,8,18,,,6,24,9
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007287,5,36,45,5,21,3,5,3,25,,,10,27,8
1,Oropeza,1,Sucre,2794,Sucre,409,Campo Deportivo 20 de Octubre,1007297,6,25,28,7,8,4,5,6,10,,,4,25,10
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006207,1,14,26,13,7,6,5,18,9,,,10,23,5
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006217,2,22,26,3,8,9,16,11,16,,,10,22,5
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006227,3,12,26,6,11,12,9,8,14,,,10,27,5
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006237,4,25,25,7,10,5,9,8,10,,,10,41,4
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006247,5,20,17,10,9,13,15,6,13,,,12,39,2
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006257,6,20,25,8,7,10,15,5,7,,,9,32,6
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006267,7,28,32,9,5,9,5,10,16,,,12,23,5
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006277,8,24,21,3,12,6,13,7,15,,,14,36,5
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006287,9,16,27,8,13,4,4,16,16,,,14,24,4
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006297,10,14,38,9,15,10,5,8,15,,,14,27,2
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006307,11,27,27,5,9,8,8,9,8,,,6,30,2
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006317,12,21,17,9,8,5,16,6,14,,,13,26,6
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006327,13,18,20,4,7,8,6,17,16,,,12,35,2
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006337,14,20,29,7,6,5,9,9,8,,,16,29,3
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006347,15,25,16,4,13,5,5,10,18,,,8,30,2
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006357,16,22,31,12,6,9,9,12,12,,,15,33,1
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006367,17,18,28,8,9,11,9,5,18,,,8,25,3
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006377,18,10,17,6,4,6,8,8,23,,,15,31,2
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006387,19,20,28,5,5,7,11,12,8,,,16,31,3
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006397,20,27,28,5,7,6,14,10,22,,,11,40,3
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006407,21,22,27,9,8,6,9,13,24,,,9,31,8
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006417,22,27,37,2,9,11,10,10,16,,,12,25,4
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006427,23,20,21,4,7,15,14,7,15,,,14,27,5
1,Oropeza,1,Sucre,2794,Sucre,410,Unid. Educativa Victoria Diez,1006437,24,14,22,8,12,3,9,9,8,,,11,27,4
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1003977,1,38,45,8,18,7,10,7,22,,,6,32,3
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1003987,2,31,29,6,23,11,1,5,20,,,14,24,12
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1003997,3,35,35,7,25,5,9,7,21,,,11,25,3
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004007,4,39,34,6,16,9,8,3,12,,,12,24,7
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004017,5,52,31,8,19,7,6,5,14,,,7,21,8
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004027,6,44,29,2,27,8,6,4,13,,,14,26,11
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004037,7,37,25,10,17,6,7,6,21,,,10,37,11
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004047,8,36,30,4,20,9,7,10,25,,,10,30,6
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004057,9,37,32,5,22,7,6,9,24,,,3,27,5
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004067,10,28,35,5,18,9,6,9,15,,,7,23,13
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004077,11,33,30,7,16,8,9,2,21,,,6,28,8
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004087,12,24,33,5,22,11,8,3,32,,,9,36,8
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004097,13,46,35,8,31,3,4,9,16,,,11,21,8
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001727,1,43,39,2,28,4,3,13,21,,,5,23,7
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001737,2,37,42,5,28,5,6,5,25,,,11,16,8
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001747,3,45,39,4,24,7,6,9,25,,,5,21,7
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001757,4,49,33,6,20,6,4,5,17,,,5,29,13
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001767,5,53,38,5,29,5,5,2,16,,,9,24,9
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001777,6,40,43,4,19,6,6,8,28,,,8,16,10
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001787,7,46,39,3,24,3,6,4,19,,,5,25,7
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001797,8,29,35,5,16,3,3,1,8,,,5,22,9
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007207,1,39,30,5,24,5,8,3,29,,,2,32,7
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007217,2,48,36,5,13,9,4,3,34,,,5,27,9
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007227,3,46,34,3,21,6,3,9,22,,,5,21,11
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007237,4,45,57,9,25,3,3,0,41,,,3,16,6
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009217,1,47,35,3,20,4,12,3,27,,,8,26,9
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009227,2,40,27,6,25,6,7,8,31,,,5,24,3
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009237,3,55,33,3,20,3,6,10,23,,,3,21,9
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009247,4,54,27,2,19,7,5,2,27,,,6,21,14
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009257,5,17,8,1,11,5,1,3,6,,,2,16,6
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004207,1,47,30,4,28,5,6,3,26,,,6,17,12
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004217,2,36,44,6,13,6,11,5,28,,,11,25,9
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004227,3,36,37,8,21,9,1,8,19,,,12,26,7
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004237,4,31,42,5,26,4,6,5,22,,,7,24,10
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004247,5,46,37,6,19,4,3,1,23,,,9,31,10
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004257,6,34,28,7,24,5,10,8,14,,,11,38,11
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004267,7,41,49,9,27,5,12,5,18,,,7,14,5
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004277,8,48,34,4,25,2,8,5,23,,,7,25,10
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004287,9,35,32,10,27,4,3,5,26,,,9,33,14
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004297,10,46,36,5,22,2,7,8,20,,,4,32,7
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004307,11,45,39,4,19,3,3,10,25,,,4,29,9
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004317,12,45,29,9,19,4,3,5,21,,,11,19,12
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004327,13,12,12,1,12,2,3,2,4,,,6,16,4
1,Oropeza,1,Sucre,2794,Sucre,509,Kinder Gerardo Vaca Guzman,1000577,1,45,35,3,31,1,2,12,22,,,4,19,15
1,Oropeza,1,Sucre,2794,Sucre,509,Kinder Gerardo Vaca Guzman,1000587,2,45,38,2,23,5,3,4,29,,,1,22,16
1,Oropeza,1,Sucre,2794,Sucre,509,Kinder Gerardo Vaca Guzman,1000597,3,36,43,5,23,5,8,6,26,,,3,24,12
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010027,1,26,24,6,3,8,3,11,20,,,11,27,6
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010037,2,23,30,5,2,7,4,5,13,,,13,20,6
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010047,3,21,40,3,9,10,7,6,17,,,8,30,4
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010057,4,23,25,7,10,10,7,8,19,,,19,16,3
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010067,5,18,30,9,6,9,9,6,25,,,14,27,3
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010077,6,14,35,7,5,13,10,4,12,,,10,24,7
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010087,7,24,20,7,2,13,9,15,18,,,12,21,5
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010097,8,22,33,9,3,9,2,8,6,,,3,38,4
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010107,9,23,39,7,12,6,8,5,20,,,15,25,1
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010117,10,15,35,6,13,7,6,8,11,,,8,37,6
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004907,1,26,37,6,15,10,5,11,18,,,8,34,6
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004917,2,28,30,9,11,10,15,2,26,,,14,17,7
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004927,3,34,25,8,24,9,3,13,15,,,8,23,2
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004937,4,34,23,9,20,4,12,11,14,,,11,31,4
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004947,5,24,32,4,8,12,5,6,16,,,19,35,5
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004957,6,21,41,11,19,7,7,3,20,,,15,33,6
1,Oropeza,1,Sucre,2794,Sucre,511,Salon Mult. Alto Loyola,1004967,7,4,9,0,1,3,0,0,2,,,1,4,3
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002377,1,37,37,4,30,6,7,7,26,,,6,16,8
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002387,2,27,31,4,29,1,7,5,24,,,6,26,14
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002397,3,41,33,9,37,3,1,3,24,,,5,23,7
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002407,4,34,38,1,19,7,2,7,18,,,8,28,13
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002417,5,38,36,4,31,6,6,8,21,,,6,32,5
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002427,6,36,46,3,21,1,10,1,24,,,3,11,9
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002437,7,41,30,8,28,0,10,2,12,,,6,22,21
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002447,8,30,29,4,21,6,12,6,33,,,8,33,9
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002457,9,39,27,4,26,7,6,5,22,,,3,28,5
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002467,10,28,39,9,23,3,8,6,21,,,4,22,11
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002477,11,44,48,3,20,2,11,5,18,,,7,25,14
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002487,12,46,30,4,17,8,3,6,17,,,8,36,14
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002497,13,57,17,4,26,10,8,4,29,,,9,15,9
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002507,14,42,35,3,28,5,6,1,25,,,6,20,9
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002517,15,42,45,2,25,3,5,1,23,,,3,25,10
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002527,16,51,42,2,22,3,6,5,28,,,7,21,8
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002537,17,13,11,4,16,2,4,4,8,,,3,8,2
1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1004877,1,42,39,4,21,2,11,9,26,,,6,20,9
1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1004887,2,36,42,5,25,4,4,4,28,,,5,33,5
1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1004897,3,18,25,2,12,7,5,2,19,,,5,9,4
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001287,1,39,48,4,27,3,7,7,28,,,6,12,12
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001297,2,34,37,5,29,1,11,11,23,,,3,17,10
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001307,3,59,33,5,19,1,5,9,19,,,8,22,9
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001317,4,45,49,4,20,2,3,6,21,,,4,19,9
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001327,5,50,46,4,23,4,12,6,21,,,0,22,10
